Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Philipp Diethelm,CYCLING,13.01.2023,11:40:07,01:53:42,,145,,,,,1155,39,58,3,77,,,,,,206,908,,,,196,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:53:45,141,,,87,551,,0.00,26.0,166,
,00:53:46,141,,,89,551,,0.00,25.9,158,
,00:53:47,141,,,91,551,,0.00,25.9,144,
,00:53:48,141,,,91,551,,0.00,25.9,144,
,00:53:49,141,,,93,550,,0.00,25.9,172,
,00:53:50,141,,,88,550,,0.00,25.9,122,
,00:53:51,141,,,88,550,,0.00,25.9,122,
,00:53:52,141,,,87,550,,0.00,25.9,128,
,00:53:53,141,,,87,550,,0.00,25.9,98,
,00:53:54,141,,,87,550,,0.00,25.9,120,
,00:53:55,141,,,87,550,,0.00,25.9,112,
,00:53:56,141,,,87,550,,0.00,25.9,128,
,00:53:57,140,,,90,550,,0.00,25.9,150,
,00:53:58,140,,,92,550,,0.00,25.9,124,
,00:53:59,140,,,90,550,,0.00,25.9,144,
,00:54:00,140,,,89,550,,0.00,25.9,134,
,00:54:01,140,,,88,550,,0.00,25.9,126,
,00:54:02,140,,,87,550,,0.00,25.9,152,
,00:54:03,140,,,85,550,,0.00,25.9,162,
,00:54:04,140,,,84,550,,0.00,25.9,140,
,00:54:05,140,,,83,550,,0.00,25.9,120,
,00:54:06,140,,,81,550,,0.00,25.9,132,
,00:54:07,140,,,81,551,,0.00,25.9,124,
,00:54:08,140,,,80,551,,0.00,25.9,110,
,00:54:09,140,,,79,551,,0.00,25.9,112,
,00:54:10,139,,,78,551,,0.00,25.9,108,
,00:54:11,139,,,78,551,,0.00,25.9,124,
,00:54:12,139,,,77,551,,0.00,25.9,118,
,00:54:13,138,,,76,551,,0.00,25.9,132,
,00:54:14,138,,,76,551,,0.00,25.9,120,
,00:54:15,138,,,76,551,,0.00,25.9,118,
,00:54:16,137,,,75,551,,0.00,25.9,116,
,00:54:17,137,,,75,551,,0.00,25.9,118,
,00:54:18,137,,,75,551,,0.00,25.9,118,
,00:54:19,136,,,74,551,,0.00,25.9,134,
,00:54:20,136,,,74,551,,0.00,25.9,128,
,00:54:21,136,,,74,551,,0.00,25.9,118,
,00:54:22,135,,,74,551,,0.00,25.8,122,
,00:54:23,135,,,74,551,,0.00,25.8,124,
,00:54:24,135,,,73,551,,0.00,25.8,134,
,00:54:25,135,,,74,551,,0.00,25.8,198,
,00:54:26,135,,,75,551,,0.00,25.8,282,
,00:54:27,135,,,76,551,,0.00,25.8,308,
,00:54:28,134,,,78,551,,0.00,25.8,322,
,00:54:29,135,,,75,550,,0.00,25.8,262,
,00:54:30,135,,,75,550,,0.00,25.8,284,
,00:54:31,136,,,75,550,,0.00,25.8,284,
,00:54:32,137,,,76,550,,0.00,25.8,218,
,00:54:33,138,,,76,550,,0.00,25.8,234,
,00:54:34,140,,,78,550,,0.00,25.8,188,
,00:54:35,141,,,78,550,,0.00,25.8,188,
,00:54:36,142,,,93,550,,0.00,25.8,158,
,00:54:37,143,,,90,550,,0.00,25.8,178,
,00:54:38,144,,,87,550,,0.00,25.8,194,
,00:54:39,145,,,85,550,,0.00,25.8,156,
,00:54:40,145,,,84,550,,0.00,25.8,174,
,00:54:41,145,,,84,550,,0.00,25.8,170,
,00:54:42,145,,,83,550,,0.00,25.8,160,
,00:54:43,145,,,84,550,,0.00,25.8,176,
,00:54:44,145,,,90,550,,0.00,25.8,156,
,00:54:45,144,,,91,549,,0.00,25.8,158,
,00:54:46,144,,,92,549,,0.00,25.8,206,
,00:54:47,144,,,92,549,,0.00,25.8,214,
,00:54:48,144,,,93,549,,0.00,25.8,174,
,00:54:49,144,,,93,549,,0.00,25.8,190,
,00:54:50,144,,,94,549,,0.00,25.8,176,
,00:54:51,144,,,93,549,,0.00,25.8,130,
,00:54:52,144,,,93,549,,0.00,25.8,140,
,00:54:53,145,,,92,550,,0.00,25.8,134,
,00:54:54,145,,,91,550,,0.00,25.7,138,
,00:54:55,146,,,90,550,,0.00,25.8,140,
,00:54:56,147,,,90,550,,0.00,25.8,136,
,00:54:57,147,,,89,550,,0.00,25.7,146,
,00:54:58,148,,,89,550,,0.00,25.8,174,
,00:54:59,148,,,89,550,,0.00,25.8,182,
,00:55:00,148,,,89,550,,0.00,25.8,284,
,00:55:01,148,,,87,550,,0.00,25.8,292,
,00:55:02,148,,,83,550,,0.00,25.8,292,
,00:55:03,148,,,79,550,,0.00,25.8,264,
,00:55:04,148,,,78,550,,0.00,25.7,318,
,00:55:05,149,,,79,550,,0.00,25.7,276,
,00:55:06,149,,,79,550,,0.00,25.7,270,
,00:55:07,149,,,80,550,,0.00,25.7,242,
,00:55:08,150,,,77,550,,0.00,25.7,248,
,00:55:09,151,,,76,550,,0.00,25.7,234,
,00:55:10,152,,,74,550,,0.00,25.7,292,
,00:55:11,152,,,72,550,,0.00,25.7,240,
,00:55:12,153,,,71,550,,0.00,25.7,234,
,00:55:13,154,,,71,549,,0.00,25.7,216,
,00:55:14,154,,,75,549,,0.00,25.7,206,
,00:55:15,155,,,76,549,,0.00,25.7,66,
,00:55:16,155,,,81,549,,0.00,25.7,156,
,00:55:17,156,,,81,549,,0.00,25.7,156,
,00:55:18,156,,,87,549,,0.00,25.7,170,
,00:55:19,156,,,84,549,,0.00,25.7,156,
,00:55:20,156,,,84,549,,0.00,25.7,138,
,00:55:21,156,,,82,549,,0.00,25.7,156,
,00:55:22,156,,,82,549,,0.00,25.7,130,
,00:55:23,155,,,81,549,,0.00,25.7,140,
,00:55:24,155,,,81,549,,0.00,25.7,174,
,00:55:25,155,,,82,549,,0.00,25.7,160,
,00:55:26,155,,,88,549,,0.00,25.7,164,
,00:55:27,154,,,89,549,,0.00,25.7,158,
,00:55:28,154,,,90,549,,0.00,25.7,172,
,00:55:29,153,,,90,549,,0.00,25.7,158,
,00:55:30,153,,,90,549,,0.00,25.7,184,
,00:55:31,152,,,90,549,,0.00,25.7,188,
,00:55:32,152,,,91,549,,0.00,25.7,210,
,00:55:33,151,,,91,549,,0.00,25.7,212,
,00:55:34,151,,,92,549,,0.00,25.7,208,
,00:55:35,150,,,93,549,,0.00,25.7,188,
,00:55:36,150,,,93,549,,0.00,25.7,218,
,00:55:37,150,,,94,549,,0.00,25.7,222,
,00:55:38,150,,,95,549,,0.00,25.7,208,
,00:55:39,150,,,96,549,,0.00,25.7,222,
,00:55:40,150,,,96,549,,0.00,25.7,218,
,00:55:41,149,,,97,549,,0.00,25.7,220,
,00:55:42,149,,,97,549,,0.00,25.7,214,
,00:55:43,150,,,86,549,,0.00,25.7,196,
,00:55:44,150,,,81,549,,0.00,25.7,262,
,00:55:45,150,,,79,549,,0.00,25.7,242,
,00:55:46,150,,,76,549,,0.00,25.7,268,
,00:55:47,150,,,74,549,,0.00,25.7,270,
,00:55:48,151,,,72,549,,0.00,25.7,282,
,00:55:49,151,,,72,549,,0.00,25.7,290,
,00:55:50,151,,,72,549,,0.00,25.7,290,
,00:55:51,151,,,71,549,,0.00,25.7,296,
,00:55:52,151,,,71,549,,0.00,25.7,282,
,00:55:53,152,,,71,548,,0.00,25.7,294,
,00:55:54,152,,,71,548,,0.00,25.7,276,
,00:55:55,153,,,70,548,,0.00,25.7,248,
,00:55:56,154,,,70,548,,0.00,25.7,254,
,00:55:57,154,,,69,548,,0.00,25.7,254,
,00:55:58,155,,,69,548,,0.00,25.7,258,
,00:55:59,155,,,69,548,,0.00,25.7,244,
,00:56:00,156,,,68,548,,0.00,25.7,256,
,00:56:01,156,,,67,548,,0.00,25.7,248,
,00:56:02,157,,,67,548,,0.00,25.7,290,
,00:56:03,157,,,67,548,,0.00,25.7,288,
,00:56:04,157,,,67,548,,0.00,25.7,294,
,00:56:05,157,,,67,548,,0.00,25.7,290,
,00:56:06,157,,,67,548,,0.00,25.7,290,
,00:56:07,158,,,68,548,,0.00,25.7,288,
,00:56:08,158,,,68,548,,0.00,25.7,272,
,00:56:09,158,,,68,548,,0.00,25.7,254,
,00:56:10,158,,,68,548,,0.00,25.7,254,
,00:56:11,158,,,69,548,,0.00,25.7,244,
,00:56:12,159,,,71,548,,0.00,25.7,240,
,00:56:13,159,,,82,548,,0.00,25.7,268,
,00:56:14,159,,,82,548,,0.00,25.7,268,
,00:56:15,159,,,84,548,,0.00,25.7,144,
,00:56:16,159,,,84,548,,0.00,25.7,144,
,00:56:17,159,,,85,548,,0.00,25.7,182,
,00:56:18,159,,,85,548,,0.00,25.7,190,
,00:56:19,159,,,85,548,,0.00,25.7,202,
,00:56:20,159,,,86,548,,0.00,25.7,204,
,00:56:21,159,,,86,548,,0.00,25.7,212,
,00:56:22,159,,,86,548,,0.00,25.7,198,
,00:56:23,160,,,86,547,,0.00,25.7,204,
,00:56:24,159,,,86,547,,0.00,25.7,198,
,00:56:25,159,,,86,547,,0.00,25.7,208,
,00:56:26,160,,,87,547,,0.00,25.7,206,
,00:56:27,160,,,87,548,,0.00,25.7,226,
,00:56:28,159,,,87,548,,0.00,25.7,236,
,00:56:29,159,,,88,548,,0.00,25.7,258,
,00:56:30,159,,,88,548,,0.00,25.7,246,
,00:56:31,159,,,89,548,,0.00,25.7,238,
,00:56:32,159,,,89,548,,0.00,25.7,238,
,00:56:33,159,,,89,548,,0.00,25.7,220,
,00:56:34,159,,,90,548,,0.00,25.7,224,
,00:56:35,159,,,90,548,,0.00,25.7,222,
,00:56:36,159,,,90,548,,0.00,25.7,226,
,00:56:37,159,,,90,548,,0.00,25.7,228,
,00:56:38,159,,,90,548,,0.00,25.7,232,
,00:56:39,159,,,90,548,,0.00,25.7,230,
,00:56:40,159,,,90,548,,0.00,25.7,224,
,00:56:41,159,,,90,548,,0.00,25.7,234,
,00:56:42,158,,,90,548,,0.00,25.7,228,
,00:56:43,158,,,90,548,,0.00,25.7,238,
,00:56:44,158,,,90,548,,0.00,25.7,232,
,00:56:45,158,,,90,547,,0.00,25.7,204,
,00:56:46,158,,,92,547,,0.00,25.7,178,
,00:56:47,158,,,97,547,,0.00,25.7,194,
,00:56:48,158,,,95,547,,0.00,25.7,196,
,00:56:49,158,,,90,547,,0.00,25.7,176,
,00:56:50,158,,,89,547,,0.00,25.7,178,
,00:56:51,158,,,90,547,,0.00,25.7,170,
,00:56:52,158,,,95,547,,0.00,25.7,164,
,00:56:53,158,,,96,547,,0.00,25.7,182,
,00:56:54,157,,,96,547,,0.00,25.7,180,
,00:56:55,157,,,96,547,,0.00,25.7,178,
,00:56:56,156,,,91,547,,0.00,25.7,186,
,00:56:57,156,,,88,547,,0.00,25.7,208,
,00:56:58,156,,,86,547,,0.00,25.7,182,
,00:56:59,156,,,86,547,,0.00,25.7,192,
,00:57:00,155,,,85,547,,0.00,25.7,202,
,00:57:01,155,,,85,547,,0.00,25.7,196,
,00:57:02,154,,,85,547,,0.00,25.7,212,
,00:57:03,154,,,86,547,,0.00,25.7,248,
,00:57:04,153,,,86,547,,0.00,25.7,224,
,00:57:05,153,,,84,547,,0.00,25.7,164,
,00:57:06,153,,,79,547,,0.00,25.7,240,
,00:57:07,153,,,74,547,,0.00,25.7,252,
,00:57:08,152,,,73,547,,0.00,25.7,228,
,00:57:09,152,,,73,547,,0.00,25.7,224,
,00:57:10,152,,,72,547,,0.00,25.7,256,
,00:57:11,152,,,71,546,,0.00,25.7,294,
,00:57:12,152,,,69,546,,0.00,25.7,252,
,00:57:13,152,,,69,546,,0.00,25.7,244,
,00:57:14,152,,,69,546,,0.00,25.7,236,
,00:57:15,152,,,69,546,,0.00,25.7,238,
,00:57:16,152,,,69,546,,0.00,25.7,230,
,00:57:17,153,,,69,546,,0.00,25.7,208,
,00:57:18,153,,,76,546,,0.00,25.8,136,
,00:57:19,153,,,82,546,,0.00,25.8,166,
,00:57:20,154,,,81,546,,0.00,25.7,158,
,00:57:21,154,,,86,546,,0.00,25.8,164,
,00:57:22,154,,,94,546,,0.00,25.8,166,
,00:57:23,153,,,96,547,,0.00,25.8,178,
,00:57:24,153,,,96,547,,0.00,25.8,200,
,00:57:25,152,,,96,547,,0.00,25.8,202,
,00:57:26,152,,,96,547,,0.00,25.8,224,
,00:57:27,151,,,97,547,,0.00,25.8,230,
,00:57:28,151,,,97,547,,0.00,25.8,214,
,00:57:29,151,,,97,547,,0.00,25.8,182,
,00:57:30,151,,,97,547,,0.00,25.8,216,
,00:57:31,151,,,98,547,,0.00,25.8,200,
,00:57:32,151,,,97,547,,0.00,25.8,182,
,00:57:33,151,,,97,547,,0.00,25.8,198,
,00:57:34,151,,,97,547,,0.00,25.8,194,
,00:57:35,151,,,97,548,,0.00,25.8,198,
,00:57:36,151,,,97,548,,0.00,25.8,208,
,00:57:37,151,,,97,548,,0.00,25.8,208,
,00:57:38,151,,,97,548,,0.00,25.8,194,
,00:57:39,151,,,97,547,,0.00,25.8,176,
,00:57:40,151,,,96,547,,0.00,25.8,174,
,00:57:41,151,,,96,547,,0.00,25.8,194,
,00:57:42,152,,,96,547,,0.00,25.8,220,
,00:57:43,152,,,93,547,,0.00,25.8,200,
,00:57:44,152,,,88,547,,0.00,25.8,196,
,00:57:45,152,,,88,547,,0.00,25.8,240,
,00:57:46,152,,,87,547,,0.00,25.8,172,
,00:57:47,152,,,86,548,,0.00,25.8,180,
,00:57:48,153,,,86,548,,0.00,25.8,176,
,00:57:49,154,,,85,548,,0.00,25.8,176,
,00:57:50,154,,,85,548,,0.00,25.8,182,
,00:57:51,154,,,85,548,,0.00,25.8,202,
,00:57:52,155,,,85,548,,0.00,25.8,178,
,00:57:53,155,,,84,548,,0.00,25.8,170,
,00:57:54,155,,,84,548,,0.00,25.8,170,
,00:57:55,156,,,84,548,,0.00,25.8,176,
,00:57:56,156,,,84,548,,0.00,25.8,156,
,00:57:57,156,,,84,548,,0.00,25.8,156,
,00:57:58,155,,,83,548,,0.00,25.8,212,
,00:57:59,155,,,83,548,,0.00,25.8,208,
,00:58:00,155,,,84,548,,0.00,25.8,220,
,00:58:01,155,,,84,548,,0.00,25.8,190,
,00:58:02,155,,,84,548,,0.00,25.8,186,
,00:58:03,155,,,85,548,,0.00,25.8,196,
,00:58:04,155,,,85,548,,0.00,25.8,192,
,00:58:05,154,,,85,548,,0.00,25.8,194,
,00:58:06,154,,,85,548,,0.00,25.8,180,
,00:58:07,154,,,85,548,,0.00,25.8,182,
,00:58:08,153,,,85,548,,0.00,25.8,196,
,00:58:09,153,,,84,548,,0.00,25.8,192,
,00:58:10,153,,,85,548,,0.00,25.8,208,
,00:58:11,153,,,85,548,,0.00,25.8,180,
,00:58:12,153,,,85,548,,0.00,25.8,174,
,00:58:13,153,,,85,548,,0.00,25.8,202,
,00:58:14,153,,,85,548,,0.00,25.8,202,
,00:58:15,153,,,84,548,,0.00,25.8,212,
,00:58:16,153,,,84,548,,0.00,25.8,276,
,00:58:17,153,,,85,548,,0.00,25.8,256,
,00:58:18,153,,,82,548,,0.00,25.8,272,
,00:58:19,153,,,76,548,,0.00,25.8,322,
,00:58:20,153,,,74,548,,0.00,25.8,298,
,00:58:21,153,,,73,547,,0.00,25.8,288,
,00:58:22,153,,,73,547,,0.00,25.8,260,
,00:58:23,153,,,73,547,,0.00,25.8,288,
,00:58:24,154,,,73,547,,0.00,25.8,280,
,00:58:25,154,,,72,547,,0.00,25.8,356,
,00:58:26,154,,,71,547,,0.00,25.8,376,
,00:58:27,154,,,70,547,,0.00,25.8,390,
,00:58:28,154,,,71,547,,0.00,25.8,420,
,00:58:29,154,,,73,547,,0.00,25.8,460,
,00:58:30,155,,,74,547,,0.00,25.8,426,
,00:58:31,155,,,75,547,,0.00,25.8,406,
,00:58:32,155,,,77,547,,0.00,25.8,428,
,00:58:33,156,,,77,547,,0.00,25.8,428,
,00:58:34,157,,,78,547,,0.00,25.8,418,
,00:58:35,157,,,79,547,,0.00,25.8,404,
,00:58:36,158,,,80,547,,0.00,25.7,406,
,00:58:37,159,,,80,547,,0.00,25.7,418,
,00:58:38,160,,,80,547,,0.00,25.7,374,
,00:58:39,160,,,80,547,,0.00,25.7,358,
,00:58:40,160,,,80,547,,0.00,25.7,346,
,00:58:41,161,,,80,546,,0.00,25.7,330,
,00:58:42,161,,,80,546,,0.00,25.7,344,
,00:58:43,162,,,80,546,,0.00,25.7,268,
,00:58:44,162,,,83,546,,0.00,25.7,108,
,00:58:45,162,,,88,546,,0.00,25.7,126,
,00:58:46,162,,,89,546,,0.00,25.7,126,
,00:58:47,163,,,90,546,,0.00,25.7,118,
,00:58:48,163,,,93,546,,0.00,25.7,72,
,00:58:49,163,,,89,546,,0.00,25.7,146,
,00:58:50,163,,,91,546,,0.00,25.7,140,
,00:58:51,163,,,92,546,,0.00,25.7,146,
,00:58:52,163,,,91,546,,0.00,25.7,168,
,00:58:53,163,,,91,546,,0.00,25.7,168,
,00:58:54,163,,,90,546,,0.00,25.7,172,
,00:58:55,163,,,90,546,,0.00,25.7,182,
,00:58:56,164,,,90,546,,0.00,25.6,180,
,00:58:57,164,,,90,546,,0.00,25.6,182,
,00:58:58,164,,,90,546,,0.00,25.7,196,
,00:58:59,164,,,89,546,,0.00,25.6,206,
,00:59:00,164,,,90,546,,0.00,25.6,184,
,00:59:01,164,,,90,546,,0.00,25.6,200,
,00:59:02,163,,,90,546,,0.00,25.6,210,
,00:59:03,163,,,90,546,,0.00,25.6,208,
,00:59:04,163,,,91,546,,0.00,25.6,214,
,00:59:05,163,,,91,546,,0.00,25.6,224,
,00:59:06,163,,,86,546,,0.00,25.6,190,
,00:59:07,163,,,80,546,,0.00,25.6,250,
,00:59:08,163,,,77,546,,0.00,25.6,244,
,00:59:09,162,,,75,546,,0.00,25.6,244,
,00:59:10,162,,,74,546,,0.00,25.6,302,
,00:59:11,162,,,72,546,,0.00,25.6,280,
,00:59:12,162,,,71,546,,0.00,25.6,270,
,00:59:13,162,,,71,546,,0.00,25.6,270,
,00:59:14,161,,,72,546,,0.00,25.6,304,
,00:59:15,162,,,73,546,,0.00,25.6,298,
,00:59:16,161,,,73,546,,0.00,25.6,258,
,00:59:17,161,,,73,546,,0.00,25.6,252,
,00:59:18,161,,,74,546,,0.00,25.6,260,
,00:59:19,161,,,72,546,,0.00,25.6,300,
,00:59:20,161,,,70,546,,0.00,25.6,292,
,00:59:21,161,,,70,546,,0.00,25.6,332,
,00:59:22,161,,,70,546,,0.00,25.6,340,
,00:59:23,161,,,71,546,,0.00,25.6,358,
,00:59:24,162,,,72,546,,0.00,25.6,358,
,00:59:25,162,,,72,546,,0.00,25.6,368,
,00:59:26,162,,,73,546,,0.00,25.6,388,
,00:59:27,162,,,74,546,,0.00,25.6,388,
,00:59:28,162,,,75,546,,0.00,25.6,388,
,00:59:29,163,,,75,546,,0.00,25.6,380,
,00:59:30,163,,,76,546,,0.00,25.6,378,
,00:59:31,163,,,77,546,,0.00,25.6,384,
,00:59:32,164,,,77,546,,0.00,25.6,392,
,00:59:33,164,,,78,546,,0.00,25.7,352,
,00:59:34,165,,,78,546,,0.00,25.6,356,
,00:59:35,165,,,78,546,,0.00,25.7,326,
,00:59:36,165,,,77,546,,0.00,25.7,254,
,00:59:37,166,,,77,546,,0.00,25.7,254,
,00:59:38,166,,,82,546,,0.00,25.7,102,
,00:59:39,166,,,89,546,,0.00,25.7,142,
,00:59:40,167,,,86,546,,0.00,25.7,180,
,00:59:41,167,,,85,546,,0.00,25.7,204,
,00:59:42,167,,,88,546,,0.00,25.7,220,
,00:59:43,167,,,90,546,,0.00,25.7,224,
,00:59:44,167,,,90,546,,0.00,25.6,248,
,00:59:45,167,,,90,546,,0.00,25.7,236,
,00:59:46,167,,,87,546,,0.00,25.7,304,
,00:59:47,166,,,83,546,,0.00,25.7,270,
,00:59:48,166,,,77,546,,0.00,25.7,276,
,00:59:49,166,,,75,546,,0.00,25.7,262,
,00:59:50,166,,,73,546,,0.00,25.7,314,
,00:59:51,166,,,71,546,,0.00,25.7,278,
,00:59:52,166,,,70,546,,0.00,25.7,288,
,00:59:53,166,,,70,546,,0.00,25.7,304,
,00:59:54,166,,,70,546,,0.00,25.7,304,
,00:59:55,166,,,71,546,,0.00,25.7,300,
,00:59:56,166,,,71,546,,0.00,25.7,290,
,00:59:57,166,,,71,546,,0.00,25.7,306,
,00:59:58,166,,,71,546,,0.00,25.7,296,
,00:59:59,166,,,72,546,,0.00,25.7,282,
,01:00:00,166,,,72,546,,0.00,25.7,282,
,01:00:01,166,,,72,546,,0.00,25.7,288,
,01:00:02,166,,,72,547,,0.00,25.7,284,
,01:00:03,166,,,72,547,,0.00,25.7,280,
,01:00:04,167,,,72,547,,0.00,25.7,290,
,01:00:05,167,,,72,547,,0.00,25.7,274,
,01:00:06,167,,,71,547,,0.00,25.7,276,
,01:00:07,167,,,71,547,,0.00,25.7,286,
,01:00:08,167,,,71,547,,0.00,25.7,292,
,01:00:09,167,,,71,547,,0.00,25.7,284,
,01:00:10,167,,,71,547,,0.00,25.7,290,
,01:00:11,167,,,71,547,,0.00,25.7,306,
,01:00:12,167,,,71,547,,0.00,25.7,296,
,01:00:13,167,,,71,547,,0.00,25.7,292,
,01:00:14,167,,,71,547,,0.00,25.7,314,
,01:00:15,167,,,71,547,,0.00,25.7,324,
,01:00:16,166,,,71,547,,0.00,25.7,306,
,01:00:17,166,,,72,547,,0.00,25.7,294,
,01:00:18,166,,,72,547,,0.00,25.7,282,
,01:00:19,167,,,72,547,,0.00,25.7,278,
,01:00:20,166,,,72,547,,0.00,25.7,274,
,01:00:21,166,,,71,547,,0.00,25.7,286,
,01:00:22,166,,,71,546,,0.00,25.7,280,
,01:00:23,166,,,71,546,,0.00,25.7,274,
,01:00:24,166,,,71,546,,0.00,25.7,280,
,01:00:25,166,,,71,546,,0.00,25.7,278,
,01:00:26,166,,,71,546,,0.00,25.7,290,
,01:00:27,166,,,71,546,,0.00,25.7,298,
,01:00:28,166,,,71,546,,0.00,25.7,296,
,01:00:29,166,,,72,546,,0.00,25.7,300,
,01:00:30,165,,,72,546,,0.00,25.7,302,
,01:00:31,165,,,72,546,,0.00,25.7,282,
,01:00:32,165,,,72,546,,0.00,25.7,298,
,01:00:33,165,,,72,546,,0.00,25.7,280,
,01:00:34,165,,,72,546,,0.00,25.8,278,
,01:00:35,164,,,72,546,,0.00,25.8,302,
,01:00:36,165,,,72,546,,0.00,25.7,294,
,01:00:37,164,,,72,546,,0.00,25.8,284,
,01:00:38,164,,,72,546,,0.00,25.8,288,
,01:00:39,164,,,72,546,,0.00,25.8,278,
,01:00:40,164,,,72,546,,0.00,25.8,282,
,01:00:41,165,,,72,546,,0.00,25.8,294,
,01:00:42,165,,,72,545,,0.00,25.8,296,
,01:00:43,165,,,72,545,,0.00,25.8,286,
,01:00:44,165,,,72,545,,0.00,25.8,268,
,01:00:45,165,,,72,545,,0.00,25.8,282,
,01:00:46,165,,,72,545,,0.00,25.8,290,
,01:00:47,165,,,72,545,,0.00,25.8,272,
,01:00:48,165,,,72,546,,0.00,25.8,254,
,01:00:49,165,,,73,546,,0.00,25.8,270,
,01:00:50,165,,,73,546,,0.00,25.8,268,
,01:00:51,166,,,73,546,,0.00,25.8,274,
,01:00:52,166,,,73,546,,0.00,25.8,326,
,01:00:53,166,,,73,546,,0.00,25.8,320,
,01:00:54,167,,,73,546,,0.00,25.8,348,
,01:00:55,166,,,72,546,,0.00,25.8,334,
,01:00:56,166,,,71,545,,0.00,25.8,358,
,01:00:57,166,,,70,545,,0.00,25.8,352,
,01:00:58,167,,,70,545,,0.00,25.8,352,
,01:00:59,167,,,69,545,,0.00,25.8,338,
,01:01:00,167,,,69,545,,0.00,25.8,348,
,01:01:01,167,,,68,545,,0.00,25.8,324,
,01:01:02,167,,,68,545,,0.00,25.8,308,
,01:01:03,167,,,68,545,,0.00,25.9,302,
,01:01:04,168,,,68,546,,0.00,25.8,294,
,01:01:05,168,,,68,546,,0.00,25.9,280,
,01:01:06,168,,,69,546,,0.00,25.9,282,
,01:01:07,168,,,69,546,,0.00,25.9,280,
,01:01:08,169,,,69,545,,0.00,25.9,266,
,01:01:09,169,,,70,545,,0.00,25.9,248,
,01:01:10,169,,,70,545,,0.00,25.9,244,
,01:01:11,169,,,70,545,,0.00,25.9,244,
,01:01:12,169,,,72,545,,0.00,25.9,164,
,01:01:13,169,,,84,545,,0.00,25.9,216,
,01:01:14,169,,,87,545,,0.00,25.9,178,
,01:01:15,169,,,89,545,,0.00,25.9,184,
,01:01:16,168,,,90,545,,0.00,25.9,172,
,01:01:17,168,,,87,545,,0.00,25.9,154,
,01:01:18,168,,,87,545,,0.00,25.9,154,
,01:01:19,168,,,92,545,,0.00,25.9,194,
,01:01:20,167,,,95,545,,0.00,25.9,192,
,01:01:21,167,,,91,545,,0.00,25.9,176,
,01:01:22,167,,,91,545,,0.00,25.9,178,
,01:01:23,167,,,90,545,,0.00,25.9,154,
,01:01:24,166,,,89,546,,0.00,25.9,160,
,01:01:25,166,,,84,546,,0.00,25.9,148,
,01:01:26,166,,,80,546,,0.00,25.9,194,
,01:01:27,166,,,78,546,,0.00,25.9,230,
,01:01:28,165,,,76,545,,0.00,25.9,232,
,01:01:29,164,,,73,545,,0.00,25.9,246,
,01:01:30,164,,,71,545,,0.00,25.9,262,
,01:01:31,164,,,70,545,,0.00,25.9,234,
,01:01:32,163,,,70,544,,0.00,25.9,224,
,01:01:33,163,,,70,544,,0.00,25.9,230,
,01:01:34,163,,,70,544,,0.00,25.9,228,
,01:01:35,162,,,70,544,,0.00,25.9,240,
,01:01:36,162,,,70,544,,0.00,25.9,234,
,01:01:37,162,,,70,544,,0.00,25.9,244,
,01:01:38,162,,,70,544,,0.00,25.9,232,
,01:01:39,161,,,70,544,,0.00,25.9,228,
,01:01:40,161,,,70,544,,0.00,25.9,234,
,01:01:41,161,,,71,544,,0.00,25.9,246,
,01:01:42,160,,,72,544,,0.00,25.9,248,
,01:01:43,160,,,71,544,,0.00,25.9,250,
,01:01:44,160,,,69,544,,0.00,25.9,270,
,01:01:45,160,,,68,544,,0.00,25.9,264,
,01:01:46,159,,,68,544,,0.00,25.9,266,
,01:01:47,159,,,68,544,,0.00,25.9,268,
,01:01:48,159,,,68,544,,0.00,26.0,274,
,01:01:49,159,,,68,544,,0.00,25.9,268,
,01:01:50,159,,,67,544,,0.00,26.0,280,
,01:01:51,159,,,67,544,,0.00,26.0,268,
,01:01:52,160,,,67,544,,0.00,26.0,266,
,01:01:53,160,,,66,544,,0.00,26.0,242,
,01:01:54,160,,,66,544,,0.00,26.0,242,
,01:01:55,160,,,66,544,,0.00,26.0,268,
,01:01:56,160,,,66,544,,0.00,26.0,262,
,01:01:57,161,,,66,544,,0.00,26.0,268,
,01:01:58,161,,,66,544,,0.00,26.0,276,
,01:01:59,161,,,66,544,,0.00,26.0,288,
,01:02:00,161,,,66,544,,0.00,26.0,274,
,01:02:01,161,,,67,544,,0.00,26.0,266,
,01:02:02,161,,,67,544,,0.00,26.0,264,
,01:02:03,161,,,67,544,,0.00,26.0,268,
,01:02:04,161,,,67,544,,0.00,26.0,280,
,01:02:05,161,,,67,544,,0.00,26.0,282,
,01:02:06,161,,,67,544,,0.00,26.0,280,
,01:02:07,161,,,67,544,,0.00,26.0,258,
,01:02:08,161,,,67,544,,0.00,26.0,264,
,01:02:09,161,,,67,544,,0.00,26.0,274,
